Category,Type,Model,ResponseLength,QuestionLength,ResponseCharacters,AverageWordLength,Actual,Predicted,Error
1.4956549601468063,0.9421187940032042,1.198241567665771,0.4595245069773745,-0.0114641625202125,0.4018496449588858,-0.1209569433630853,0.0,1.0,True
1.80074131864478,-1.0614372692331613,1.198241567665771,-0.1831863746855694,-0.1581326544454703,-0.1035528732885582,0.3777594659093293,0.0,1.0,True
-0.5382540965063504,0.9421187940032042,-0.0135309587314829,0.1089549351612232,0.4285413132555611,-0.0674526934137408,-0.705909353510781,0.0,1.0,True
0.0719186204895967,0.9421187940032042,-1.2253034851287368,1.160663650609677,-0.0114641625202125,1.132878287423939,0.0783151457959786,0.0,1.0,True
-0.8433404550043239,0.9421187940032042,-1.2253034851287368,0.5763810309160916,-0.4514696382959861,0.5372253194894512,-0.0327739169900617,0.0,1.0,True
1.5973504129794645,0.9421187940032042,-0.0135309587314829,0.2258114590999403,-0.4514696382959861,0.4469748698024076,0.9594798731845624,0.0,1.0,True
-1.1484268135022977,-1.0614372692331613,1.198241567665771,2.6797984618129997,0.7218782971060769,2.612985662291454,0.1040565445430548,0.0,1.0,True
-0.1314722851757189,-1.0614372692331613,-0.0135309587314829,-1.2933233521033818,0.2818728213303033,-1.2587586292827162,-0.1367197095911868,0.0,1.0,True
-1.2501222663349552,0.9421187940032042,-1.2253034851287368,1.2190919125790356,-0.4514696382959861,0.9523773880498516,-0.6105550302271611,0.0,1.0,True
1.5973504129794645,0.9421187940032042,-0.0135309587314829,0.3426679830386574,-0.4514696382959861,0.356724420115364,0.1328673783710835,0.0,1.0,True
0.0719186204895967,0.9421187940032042,1.198241567665771,0.9269506027322428,0.2818728213303033,0.8531018933941037,-0.0929422088395059,0.0,1.0,True
-1.0467313606696396,0.9421187940032042,1.198241567665771,0.2842397210692989,0.8685467890313348,0.1671984757725724,-0.3934915890000803,0.0,1.0,True
0.0719186204895967,0.9421187940032042,-1.2253034851287368,0.8685223407628844,0.2818728213303033,0.7177262188635384,-0.3510860327164003,0.0,1.0,True
-0.1314722851757189,-1.0614372692331613,1.198241567665771,-1.410179876042099,-0.744806622146502,-1.3851092588445773,-0.3219322127713717,0.0,1.0,True
-0.8433404550043239,0.9421187940032042,-0.0135309587314829,0.2842397210692989,-0.4514696382959861,0.131098295897755,-0.5366103414574963,0.0,1.0,True
